hostname,layer,region,cloud_zone,fog_location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,region-0,region-0-c,,32,1069,1000,64,,,100.0,7692.023588696814
1,cloud,region-0,region-0-b,,4,922,1000,16,,,95.02096255597522,1065.179706229185
2,cloud,region-0,region-0-b,,8,983,1000,16,3038.700942086228,9014.069695979984,97.94404336228004,1894.9777211519065
3,cloud,region-0,region-0-a,,8,1019,1000,16,,,96.84883372300716,2204.5945179771243
4,cloud,region-0,region-0-a,,32,1101,1000,64,,,97.58226655102033,6493.296886895437
5,cloud,region-0,region-0-c,,8,1261,1000,16,,,99.08881541127028,2223.6203715796437
6,cloud,region-0,region-0-b,,4,1717,1000,16,,,98.0,964.800473106184
7,cloud,region-0,region-0-b,,16,1564,1000,64,,,99.87079950758732,2196.0134830902325
8,cloud,region-0,region-0-c,,8,1599,1000,16,,,95.21547722917836,1512.3821786727929
9,cloud,region-0,region-0-c,,32,1288,1000,64,,,98.03778363957728,6058.483630322994
10,cloud,region-0,region-0-b,,32,935,1000,128,,,97.88571796901466,7089.561017888266
11,cloud,region-0,region-0-b,,16,1777,1000,64,,,100.0,2539.9825440353743
12,cloud,region-0,region-0-c,,16,1361,1000,32,,,100.0,4321.420124719905
13,cloud,region-0,region-0-b,,32,963,1000,128,46599.01992248539,4475.086080298723,97.0784492246784,4393.7805676603075
14,cloud,region-0,region-0-c,,8,1054,1000,32,8765.122446310488,6630.247051490496,98.0,2149.5788128754275
15,cloud,region-0,region-0-c,,32,1211,1000,128,,,100.0,7518.603610271048
16,cloud,region-0,region-0-a,,16,1328,1000,64,,,100.0,2240.272122095302
17,cloud,region-0,region-0-b,,32,1518,1000,64,,,99.22261178332936,9596.037293545676
18,cloud,region-0,region-0-b,,32,1318,1000,64,,,100.0,9525.117695075824
19,cloud,region-0,region-0-a,,32,1588,1000,128,,,99.97653431844948,8458.613607831845
20,cloud,region-0,region-0-b,,16,1139,1000,64,,,99.61387899417988,4590.35918995229
21,cloud,region-0,region-0-c,,16,1250,1000,64,,,97.99093429373252,2825.1312068736725
22,cloud,region-0,region-0-b,,8,1138,1000,16,,,99.16978084968292,2294.637370934922
23,cloud,region-0,region-0-b,,32,1779,1000,128,,,99.35197194637456,9425.776605912328
24,cloud,region-0,region-0-a,,8,1547,1000,32,,,98.0,1887.382276150798
25,cloud,region-1,region-1-c,,4,1764,1000,16,,,95.60624698580811,514.6767705686648
26,cloud,region-1,region-1-b,,8,1486,1000,16,,,100.0,1609.814095321602
27,cloud,region-1,region-1-c,,32,1661,1000,128,,,100.0,5429.984439352023
28,cloud,region-1,region-1-b,,32,1282,1000,64,,,97.64428628057152,8600.338603711141
29,cloud,region-1,region-1-a,,16,1011,1000,64,,,99.32089820993252,2179.3822445776013
30,cloud,region-1,region-1-b,,32,955,1000,128,,,98.03364239026249,3497.8301972191994
31,cloud,region-1,region-1-a,,32,1205,1000,64,,,99.62466251509068,5567.660095942494
32,cloud,region-1,region-1-a,,32,1787,1000,64,,,97.64326527239952,9552.240760175117
33,cloud,region-1,region-1-a,,16,1639,1000,64,,,97.65584523174458,3120.0664733299623
34,cloud,region-1,region-1-a,,16,1370,1000,64,,,95.33453413417416,4789.568795866788
35,cloud,region-1,region-1-a,,4,1637,1000,16,,,92.21914816481122,1005.9664185936504
36,cloud,region-1,region-1-b,,16,1673,1000,32,,,98.0,3024.314335900099
37,cloud,region-1,region-1-a,,8,1543,1000,16,,,95.41186816607642,887.2800036084237
38,cloud,region-1,region-1-a,,8,979,1000,32,,,99.95942638903274,1444.3870711701643
39,cloud,region-1,region-1-c,,8,1397,1000,16,,,95.97585224113764,880.6789374657815
40,cloud,region-1,region-1-c,,16,911,1000,64,,,100.0,2471.9135387800807
41,cloud,region-1,region-1-c,,4,958,1000,16,,,100.0,645.2534453065862
42,cloud,region-1,region-1-c,,8,1390,1000,32,,,97.57139864235208,1024.1099031177569
43,cloud,region-1,region-1-c,,8,962,1000,32,,,97.40557463328156,853.9310089768293
44,cloud,region-1,region-1-a,,16,1228,1000,32,,,98.0,2176.483184428398
45,cloud,region-1,region-1-a,,16,947,1000,64,,,94.0,4179.902941813751
46,cloud,region-1,region-1-a,,32,1718,1000,128,,,99.61218908328482,9573.033366620068
47,cloud,region-1,region-1-a,,16,1653,1000,64,,,100.0,3515.738454524456
48,cloud,region-1,region-1-c,,32,1262,1000,64,,,98.35959909278182,4976.9563790581815
49,cloud,region-1,region-1-c,,32,1721,1000,64,,,98.00807708387156,7721.337568323214
50,cloud,region-1,region-1-a,,32,1000,1000,64,,,100.0,7081.284416843869
51,cloud,region-1,region-1-a,,16,1457,1000,32,,,97.6983815958154,3492.0496210998963
52,cloud,region-1,region-1-c,,4,1770,1000,16,,,99.98490703033788,968.601060698058
53,cloud,region-1,region-1-a,,16,1683,1000,64,,,98.0,2329.0516181348594
54,cloud,region-1,region-1-a,,8,1192,1000,16,2685.0904918077536,9031.50368924483,92.1978886311798,2066.605412530843
55,cloud,region-1,region-1-a,,32,1588,1000,128,38102.47290369008,37375.08353991371,100.0,7325.428323498086
56,cloud,region-1,region-1-b,,16,1119,1000,32,,,96.0,2368.3710221703677
57,cloud,region-1,region-1-a,,16,1681,1000,64,18477.079728624907,13601.851878904246,100.0,3183.5176058130405
58,cloud,region-1,region-1-b,,8,1420,1000,32,,,99.19838141247344,1833.8786976200352
59,cloud,region-2,region-2-b,,16,1594,1000,32,,,96.48247518630347,2584.2467526520427
60,cloud,region-2,region-2-b,,32,1404,1000,64,,,98.6374625032454,7407.839450466861
61,cloud,region-2,region-2-a,,4,1186,1000,16,,,95.90878941108971,1071.0827231925814
62,cloud,region-2,region-2-a,,32,1760,1000,128,,,97.23104329050189,8948.455447892768
63,cloud,region-2,region-2-a,,32,1574,1000,64,,,97.45996947777483,8247.164607544957
64,cloud,region-2,region-2-b,,4,1013,1000,16,,,97.00064433410328,1195.7430839332717
65,cloud,region-2,region-2-c,,32,1474,1000,128,,,95.64428575991973,5108.468237810999
66,cloud,region-2,region-2-c,,16,956,1000,64,,,97.71399342821248,1952.3725955453697
67,cloud,region-2,region-2-c,,16,1139,1000,32,,,95.30449344426044,4202.150184439555
68,cloud,region-2,region-2-a,,32,1179,1000,64,,,96.0,6720.105530403076
69,cloud,region-2,region-2-b,,8,1542,1000,16,,,100.0,2056.1512747822135
70,cloud,region-2,region-2-c,,16,1189,1000,64,,,99.80702118170788,3239.372477868876
71,cloud,region-2,region-2-b,,32,1374,1000,64,,,97.21694739599626,5355.186305434561
72,cloud,region-2,region-2-b,,32,1074,1000,128,,,97.76812161697345,9041.128637026151
73,cloud,region-2,region-2-b,,8,917,1000,16,,,98.32955896163791,2396.467229773827
74,cloud,region-2,region-2-a,,32,1490,1000,64,,,98.0,7530.721582504846
75,cloud,region-2,region-2-c,,8,1552,1000,32,,,98.0,870.3705285807804
76,cloud,region-2,region-2-c,,4,1711,1000,16,,,95.30540593754468,436.01800852744026
77,cloud,region-2,region-2-b,,16,1478,1000,32,,,95.19948924410694,4067.807233414658
78,cloud,region-2,region-2-c,,16,1222,1000,64,,,96.08407603588437,2095.4138137170166
79,cloud,region-2,region-2-b,,8,1295,1000,16,,,99.32045728852329,1487.7127663580068
80,cloud,region-2,region-2-b,,16,1519,1000,64,,,99.11898357873916,3358.1465273146387
81,cloud,region-2,region-2-b,,16,1716,1000,64,,,100.0,3223.471485799571
82,cloud,region-2,region-2-c,,32,948,1000,64,,,98.0,4739.77227319029
83,cloud,region-2,region-2-a,,8,1251,1000,16,,,100.0,1734.7610198250532
84,cloud,region-2,region-2-a,,32,1273,1000,128,,,100.0,3824.3689777991776
85,cloud,region-2,region-2-b,,32,1018,1000,128,,,99.89379078245986,4313.124582726671
86,cloud,region-2,region-2-a,,16,1000,1000,64,,,96.10095401720348,1836.8775678201896
87,cloud,region-2,region-2-c,,16,1504,1000,64,,,96.96926415356974,4798.123425100719
88,cloud,region-2,region-2-b,,16,903,1000,32,,,98.9748695282878,4435.67167977375
89,cloud,region-2,region-2-b,,16,962,1000,64,,,100.0,2099.9676287853968
90,cloud,region-2,region-2-b,,16,911,1000,64,,,97.35427006108732,1920.785242574275
91,cloud,region-2,region-2-b,,16,1482,1000,32,5591.558609070813,8809.19051433678,100.0,3060.3765387886806
92,cloud,region-3,region-3-c,,4,1722,1000,16,,,98.0,474.8235468729987
93,cloud,region-3,region-3-b,,16,946,1000,64,,,100.0,3848.338183731753
94,cloud,region-3,region-3-b,,32,1631,1000,64,,,100.0,9276.187609492868
95,cloud,region-3,region-3-c,,16,1545,1000,32,,,99.79986351341093,2390.8018636548013
96,cloud,region-3,region-3-b,,32,1450,1000,128,,,97.53858034872356,3737.186482310815
97,cloud,region-3,region-3-b,,32,1066,1000,64,,,95.35981734764653,9336.069476498273
98,cloud,region-3,region-3-b,,16,1474,1000,32,,,97.2681093466376,3388.055648460532
99,cloud,region-3,region-3-b,,16,1620,1000,64,,,99.3190278512388,4626.887496739494
