hostname,layer,region,cloud_zone,fog_location,cpu_cores,single_core_score,base_single_core_score,memory_GiB,ingress_bandwidth_Mbps,egress_bandwidth_Mbps,uptime_30d_percentage,cost
0,cloud,region-0,region-0-b,,32,1146,1000,64,,,100.0,5596.777135331671
1,cloud,region-0,region-0-c,,16,1704,1000,32,,,95.02679223403948,4252.253087026821
2,cloud,region-0,region-0-a,,16,1690,1000,32,19304.770183010016,22791.735507109213,98.65580964663108,3211.18831598168
3,cloud,region-0,region-0-b,,8,1640,1000,16,,,97.44586323527948,2301.136840410748
4,cloud,region-0,region-0-a,,32,1469,1000,64,,,96.87394339417756,3270.7261945327923
5,cloud,region-0,region-0-a,,32,959,1000,128,,,99.20585868879355,4397.608883332086
6,cloud,region-0,region-0-b,,32,1513,1000,64,,,98.0,5044.717944989649
7,cloud,region-0,region-0-b,,32,1783,1000,128,,,99.14920096425251,7048.034773754478
8,cloud,region-0,region-0-a,,16,1632,1000,32,,,96.08699652428346,2300.0180704632735
9,cloud,region-0,region-0-c,,16,1189,1000,64,,,97.118302400485,2191.3577116818615
10,cloud,region-0,region-0-a,,8,1354,1000,32,,,99.68849851769842,2353.5988042106655
11,cloud,region-0,region-0-a,,32,1679,1000,64,,,99.1178980633819,6345.339767976959
12,cloud,region-0,region-0-c,,4,916,1000,16,,,100.0,433.3873752314732
13,cloud,region-0,region-0-c,,8,1440,1000,16,771.4443742448585,969.050433127156,97.77322137770297,947.4793260084334
14,cloud,region-0,region-0-a,,32,1767,1000,128,35060.48978524195,26520.988205961985,98.0,6995.624566322404
15,cloud,region-0,region-0-c,,16,1429,1000,32,,,100.0,3132.268372253782
16,cloud,region-0,region-0-c,,16,1477,1000,64,,,100.0,4125.30130142652
17,cloud,region-0,region-0-a,,8,991,1000,16,,,97.83745422016143,2076.245757368575
18,cloud,region-0,region-0-a,,8,1738,1000,16,,,100.0,1110.0774297402725
19,cloud,region-0,region-0-b,,32,1454,1000,128,,,97.28096318877569,4434.038233991806
20,cloud,region-0,region-0-b,,32,1165,1000,64,,,98.87831891417008,6057.116788356012
21,cloud,region-1,region-1-c,,16,1737,1000,32,,,96.25691966891448,3537.655231014734
22,cloud,region-1,region-1-b,,8,1229,1000,32,,,99.41393843055856,2163.752256107651
23,cloud,region-1,region-1-a,,4,1719,1000,16,,,98.5905449184495,1038.253601157287
24,cloud,region-1,region-1-a,,32,930,1000,128,,,98.0,7174.401765792154
25,cloud,region-1,region-1-b,,8,1463,1000,16,,,95.72541569506976,1423.3180585038783
26,cloud,region-1,region-1-a,,8,1316,1000,32,,,100.0,1876.2086156407308
27,cloud,region-1,region-1-a,,8,1341,1000,16,,,100.0,1507.5908956255969
28,cloud,region-1,region-1-c,,4,947,1000,16,,,97.5498243989676,1039.9292054247098
29,cloud,region-1,region-1-a,,16,985,1000,64,,,97.03318689684434,2117.603703764321
