# generated at: 2024-07-13 09:58:27.311537
#
# total pods: 2620
# total workloads: 331
# total requested memory of total capacity:  55.3%
# total requested CPU of total capacity: 57.7%
# total requested ingress of total capacity: 9.8%
# total requested egress of total capacity: 11.2%
#
# target_utilization_percent: 50
# number_of_apps: 12
# min_max_request_driven_workloads_top_level: [4, 7]
# min_max_request_driven_call_depth: [2, 7]
# min_max_request_driven_randomly_connected_workloads_percent: 20
# min_max_event_driven_workloads_per_app: [20, 50]
# min_max_event_driven_call_depth: [0, 1]
# min_max_replication: [4, 10]
# fog_only_workloads_percentage: 10
# cloud_only_workloads_percentage: 10
# uptime_request_workloads_percentage: 10
# min_max_uptime_request_percentage_30_days: [92, 100]
# bandwidth_request_workloads_percentage: 2
# min_max_ingress_bandwidth_request_per_core: [5, 1500]
# min_max_egress_bandwidth_request_per_core: [5, 1500]
# latency_request_workloads_percentage: 20
# max_latency_request_to_neighbors_percentage: 10
# min_max_latency_request_value: [4, 30]
# min_max_cpu_request_cores: [0.2, 2]
# min_max_memory_request_GiB: [0.5, 6]
#
id,app_id,app_type,workload_id,replica_id,layer,cpu_request_cores,memory_request_GiB,ingress_bandwidth_request_Mbps,egress_bandwidth_request_Mbps,uptime_30d_percentage_request
app-evt-driv-0-workload-0-replica-0,0,event-driven,0,0,edge-cloud,0.5,4.1,,,
app-evt-driv-0-workload-1-replica-0,0,event-driven,1,0,edge-cloud,0.3,4.9,,,
app-evt-driv-0-workload-2-replica-0,0,event-driven,2,0,edge-cloud,0.4,2.2,,,
app-evt-driv-0-workload-3-replica-0,0,event-driven,3,0,edge-cloud,1.3,4.0,,,95
app-evt-driv-0-workload-4-replica-0,0,event-driven,4,0,edge-cloud,1.7,0.9,,,
app-evt-driv-0-workload-5-replica-0,0,event-driven,5,0,edge-cloud,1.6,5.5,,,
app-evt-driv-0-workload-6-replica-0,0,event-driven,6,0,edge-cloud,1.6,4.8,,,96
app-evt-driv-0-workload-7-replica-0,0,event-driven,7,0,edge-cloud,1.8,2.2,,,
app-evt-driv-0-workload-8-replica-0,0,event-driven,8,0,edge-cloud,1.1,4.0,,,
app-evt-driv-0-workload-9-replica-0,0,event-driven,9,0,edge-cloud,0.6,2.9,,,
app-evt-driv-0-workload-10-replica-0,0,event-driven,10,0,cloud,0.6,3.5,,,
app-evt-driv-0-workload-11-replica-0,0,event-driven,11,0,edge-cloud,1.0,0.8,,,
